TIME_TO_CARRY,TIME_TO_DELIVER_ORDER,COMPARE_ESTIMATED_TO_DELIVERED_TIME,ESTIMATED_TIME_TO_DELIVERY,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY
1,2,11,13,2018,3,21,Wednseday
1,15,2,17,2018,5,7,Monday
3,24,12,36,2018,1,16,Tuesday
2,3,21,24,2018,1,8,Monday
1,11,15,26,2017,9,14,Thursday
1,9,10,19,2018,8,2,Thursday
1,52,-27,25,2017,12,11,Monday
1,7,15,22,2017,8,2,Wednseday
3,4,13,17,2018,5,5,Saturday
0,14,14,28,2017,6,28,Wednseday
3,5,10,15,2018,7,1,Sunday
2,8,38,46,2017,7,3,Monday
2,11,28,39,2018,1,7,Sunday
3,6,14,20,2018,6,15,Friday
2,11,17,28,2017,11,28,Tuesday
6,13,22,35,2017,8,11,Friday
1,4,11,15,2018,8,7,Tuesday
1,6,5,11,2018,8,2,Thursday
2,7,14,21,2018,2,14,Wednseday
18,23,31,54,2016,10,9,Sunday
2,11,13,24,2017,11,12,Sunday
2,5,11,16,2018,8,18,Saturday
4,11,14,25,2017,8,24,Thursday
1,9,10,19,2018,4,29,Sunday
7,26,1,27,2017,4,18,Tuesday
1,23,-3,20,2018,7,17,Tuesday
3,35,-13,22,2017,5,15,Monday
2,10,15,25,2018,7,2,Monday
4,33,1,34,2018,3,15,Thursday
1,11,8,19,2017,9,14,Thursday
3,5,16,21,2018,5,4,Friday
1,5,25,30,2018,4,22,Sunday
1,4,9,13,2017,8,31,Thursday
2,5,13,18,2017,8,27,Sunday
1,7,20,27,2017,2,22,Wednseday
4,21,4,25,2018,2,16,Friday
4,88,-67,21,2018,1,18,Thursday
2,20,6,26,2018,4,25,Wednseday
4,16,3,19,2018,5,6,Sunday
4,18,13,31,2017,11,3,Friday
3,17,10,27,2018,1,13,Saturday
3,6,10,16,2018,7,21,Saturday
4,13,8,21,2018,3,30,Friday
3,7,18,25,2018,7,20,Friday
1,10,17,27,2018,4,6,Friday
1,2,7,9,2018,7,9,Monday
2,5,8,13,2017,11,1,Wednseday
1,9,18,27,2018,6,27,Wednseday
5,12,12,24,2017,10,8,Sunday
2,20,9,29,2018,1,17,Wednseday
1,18,2,20,2017,11,24,Friday
1,7,12,19,2018,5,2,Wednseday
8,22,2,24,2018,1,15,Monday
1,6,7,13,2017,7,27,Thursday
10,16,15,31,2017,4,1,Saturday
2,14,6,20,2017,7,13,Thursday
3,25,0,25,2017,11,27,Monday
2,17,7,24,2017,2,5,Sunday
2,17,16,33,2017,11,5,Sunday
2,14,11,25,2018,2,26,Monday
2,40,-15,25,2018,1,13,Saturday
6,22,5,27,2017,11,22,Wednseday
2,5,3,8,2018,5,16,Wednseday
4,7,21,28,2018,6,29,Friday
2,7,7,14,2017,11,28,Tuesday
1,7,27,34,2018,2,20,Tuesday
9,13,10,23,2018,4,3,Tuesday
2,5,23,28,2018,6,6,Wednseday
2,6,6,12,2018,8,19,Sunday
2,6,18,24,2017,7,11,Tuesday
1,17,9,26,2017,8,30,Wednseday
7,14,16,30,2017,5,2,Tuesday
2,5,10,15,2018,1,22,Monday
1,8,12,20,2018,2,15,Thursday
3,12,14,26,2017,8,4,Friday
1,9,22,31,2017,10,23,Monday
7,14,12,26,2017,6,9,Friday
3,14,13,27,2017,6,10,Saturday
2,7,15,22,2018,6,26,Tuesday
2,14,16,30,2018,5,14,Monday
1,5,8,13,2017,8,31,Thursday
1,6,17,23,2017,6,13,Tuesday
3,6,19,25,2018,8,17,Friday
1,16,4,20,2017,11,23,Thursday
3,4,3,7,2018,8,10,Friday
1,8,13,21,2017,4,24,Monday
3,10,13,23,2017,5,6,Saturday
18,25,1,26,2018,2,23,Friday
2,13,10,23,2018,3,10,Saturday
1,6,17,23,2017,5,30,Tuesday
1,6,15,21,2017,9,12,Tuesday
5,12,11,23,2018,1,10,Wednseday
1,4,10,14,2018,7,23,Monday
4,19,10,29,2018,2,1,Thursday
1,4,15,19,2018,4,22,Sunday
1,4,23,27,2017,11,23,Thursday
2,3,8,11,2018,7,8,Sunday
4,30,-6,24,2018,3,19,Monday
3,8,31,39,2018,6,8,Friday
21,26,-1,25,2018,3,15,Thursday
3,19,11,30,2017,12,23,Saturday
5,10,15,25,2017,9,3,Sunday
2,11,11,22,2017,11,20,Monday
4,8,23,31,2018,4,16,Monday
2,9,4,13,2018,8,8,Wednseday
5,8,12,20,2018,2,21,Wednseday
13,18,9,27,2018,7,27,Friday
1,8,13,21,2018,7,17,Tuesday
4,5,12,17,2018,1,7,Sunday
1,33,-15,18,2018,3,8,Thursday
4,9,17,26,2018,4,14,Saturday
4,10,18,28,2018,5,11,Friday
2,8,12,20,2018,2,28,Wednseday
6,12,16,28,2017,11,29,Wednseday
2,3,5,8,2018,8,13,Monday
3,7,5,12,2018,8,3,Friday
3,16,24,40,2018,4,4,Wednseday
3,14,14,28,2018,7,9,Monday
1,4,18,22,2018,6,24,Sunday
0,6,7,13,2018,5,8,Tuesday
2,24,-6,18,2018,6,11,Monday
6,9,44,53,2016,10,8,Saturday
9,11,-2,9,2018,8,5,Sunday
1,4,13,17,2018,2,4,Sunday
3,27,8,35,2017,6,2,Friday
2,8,19,27,2017,11,21,Tuesday
2,3,7,10,2018,4,3,Tuesday
8,19,9,28,2017,7,13,Thursday
1,10,13,23,2018,4,1,Sunday
3,18,20,38,2018,2,3,Saturday
2,10,14,24,2017,10,28,Saturday
1,3,26,29,2018,1,22,Monday
2,7,14,21,2018,5,9,Wednseday
1,20,9,29,2017,11,29,Wednseday
8,15,20,35,2018,6,12,Tuesday
1,14,6,20,2018,2,28,Wednseday
2,2,11,13,2018,3,21,Wednseday
1,9,15,24,2018,4,23,Monday
2,7,21,28,2018,7,4,Wednseday
1,8,27,35,2017,6,15,Thursday
1,9,14,23,2018,8,1,Wednseday
1,6,22,28,2018,4,17,Tuesday
3,23,18,41,2018,6,5,Tuesday
2,6,16,22,2018,1,17,Wednseday
1,11,18,29,2017,12,11,Monday
3,6,1,7,2018,7,31,Tuesday
2,21,12,33,2018,5,16,Wednseday
1,8,12,20,2017,5,10,Wednseday
3,12,11,23,2017,4,15,Saturday
12,21,19,40,2017,4,29,Saturday
1,23,0,23,2017,12,4,Monday
5,13,14,27,2017,11,30,Thursday
4,14,21,35,2017,5,12,Friday
4,11,10,21,2018,1,19,Friday
4,5,10,15,2018,2,11,Sunday
3,7,19,26,2018,6,15,Friday
4,11,15,26,2017,7,13,Thursday
1,9,14,23,2018,1,8,Monday
2,5,29,34,2018,1,6,Saturday
1,2,7,9,2018,6,12,Tuesday
2,4,6,10,2018,6,25,Monday
4,13,12,25,2017,8,18,Friday
5,11,18,29,2017,7,23,Sunday
5,12,26,38,2017,4,8,Saturday
1,8,1,9,2018,8,6,Monday
6,19,10,29,2017,5,31,Wednseday
2,4,12,16,2018,8,20,Monday
1,20,17,37,2017,12,18,Monday
1,8,15,23,2018,4,24,Tuesday
2,6,17,23,2018,1,24,Wednseday
1,4,19,23,2018,5,29,Tuesday
7,37,-8,29,2017,12,6,Wednseday
6,11,3,14,2018,5,15,Tuesday
3,11,10,21,2018,5,4,Friday
1,6,27,33,2018,6,21,Thursday
3,5,12,17,2018,5,18,Friday
1,14,15,29,2017,5,8,Monday
5,21,4,25,2017,5,4,Thursday
1,8,9,17,2017,10,9,Monday
1,8,13,21,2017,9,13,Wednseday
0,8,20,28,2018,4,11,Wednseday
4,6,7,13,2018,8,9,Thursday
10,38,0,38,2017,12,24,Sunday
4,8,20,28,2017,12,14,Thursday
1,7,10,17,2017,10,31,Tuesday
1,11,19,30,2018,4,15,Sunday
1,17,13,30,2017,3,20,Monday
1,8,11,19,2018,7,25,Wednseday
1,14,9,23,2018,1,24,Wednseday
2,12,19,31,2017,2,18,Saturday
1,9,8,17,2017,9,18,Monday
3,12,11,23,2017,11,11,Saturday
3,18,7,25,2017,11,25,Saturday
1,9,14,23,2018,3,18,Sunday
0,1,16,17,2017,12,12,Tuesday
1,6,38,44,2018,6,5,Tuesday
6,17,15,32,2017,3,17,Friday
3,10,9,19,2017,7,2,Sunday
3,19,2,21,2017,11,24,Friday
6,19,14,33,2017,11,24,Friday
1,8,13,21,2017,5,3,Wednseday
1,8,35,43,2018,1,3,Wednseday
1,2,1,3,2018,8,7,Tuesday
3,9,7,16,2018,1,8,Monday
3,39,-18,21,2018,7,20,Friday
1,2,19,21,2018,1,16,Tuesday
2,4,10,14,2018,2,22,Thursday
4,12,6,18,2018,3,1,Thursday
3,11,14,25,2018,5,5,Saturday
2,13,14,27,2018,6,26,Tuesday
1,4,14,18,2018,7,2,Monday
1,33,-11,22,2018,3,25,Sunday
1,11,18,29,2017,3,9,Thursday
0,4,19,23,2017,3,20,Monday
2,6,15,21,2018,7,17,Tuesday
4,5,8,13,2017,10,12,Thursday
1,15,6,21,2017,3,14,Tuesday
9,15,9,24,2017,12,3,Sunday
0,4,6,10,2018,8,13,Monday
1,3,12,15,2018,1,23,Tuesday
2,7,1,8,2018,8,7,Tuesday
1,8,16,24,2017,3,27,Monday
3,21,9,30,2018,3,5,Monday
2,16,19,35,2017,8,23,Wednseday
20,24,0,24,2017,4,14,Friday
6,8,10,18,2018,2,16,Friday
1,6,21,27,2018,5,1,Tuesday
0,7,3,10,2018,7,31,Tuesday
1,8,12,20,2017,10,24,Tuesday
2,10,14,24,2017,7,1,Saturday
1,6,10,16,2018,8,5,Sunday
4,12,13,25,2017,11,24,Friday
3,15,7,22,2017,11,26,Sunday
4,7,11,18,2017,9,15,Friday
1,6,10,16,2018,4,10,Tuesday
2,12,13,25,2017,8,6,Sunday
2,12,15,27,2018,1,13,Saturday
4,5,8,13,2017,8,17,Thursday
2,18,-1,17,2017,5,14,Sunday
0,15,18,33,2017,6,9,Friday
0,20,0,20,2017,11,24,Friday
5,11,16,27,2018,4,12,Thursday
1,9,15,24,2018,1,16,Tuesday
3,17,8,25,2018,3,9,Friday
3,13,10,23,2017,9,16,Saturday
4,13,14,27,2018,4,28,Saturday
2,12,22,34,2018,5,2,Wednseday
1,5,34,39,2018,6,3,Sunday
4,17,20,37,2018,2,17,Saturday
0,8,14,22,2018,4,18,Wednseday
8,24,0,24,2018,3,12,Monday
3,15,5,20,2018,5,22,Tuesday
1,10,7,17,2018,1,1,Monday
1,8,20,28,2018,1,22,Monday
6,19,6,25,2017,10,13,Friday
7,18,8,26,2017,7,21,Friday
1,11,12,23,2017,6,18,Sunday
2,12,10,22,2017,4,23,Sunday
1,14,2,16,2018,3,6,Tuesday
2,3,12,15,2017,11,26,Sunday
5,11,9,20,2017,11,25,Saturday
6,15,41,56,2017,1,24,Tuesday
2,22,-7,15,2018,5,15,Tuesday
2,9,29,38,2017,3,27,Monday
2,10,23,33,2017,6,25,Sunday
0,1,11,12,2017,10,18,Wednseday
4,5,11,16,2018,6,4,Monday
4,6,11,17,2017,11,24,Friday
6,15,5,20,2017,11,24,Friday
3,53,-28,25,2018,2,19,Monday
2,9,16,25,2017,6,10,Saturday
3,9,15,24,2018,5,1,Tuesday
2,21,14,35,2017,5,29,Monday
1,9,15,24,2018,5,6,Sunday
15,23,-1,22,2018,2,20,Tuesday
0,19,13,32,2018,4,19,Thursday
9,26,0,26,2018,1,13,Saturday
8,19,20,39,2017,2,13,Monday
1,7,14,21,2017,4,25,Tuesday
7,9,12,21,2018,5,14,Monday
4,45,-25,20,2017,11,24,Friday
3,5,9,14,2018,5,18,Friday
3,13,7,20,2017,6,20,Tuesday
5,9,7,16,2018,7,25,Wednseday
2,5,16,21,2018,7,23,Monday
0,7,25,32,2017,12,11,Monday
0,7,16,23,2017,3,27,Monday
6,14,9,23,2018,3,6,Tuesday
5,16,16,32,2018,7,15,Sunday
3,16,16,32,2018,1,13,Saturday
6,17,4,21,2017,12,22,Friday
2,9,23,32,2018,6,16,Saturday
2,3,8,11,2018,7,8,Sunday
5,12,9,21,2018,8,16,Thursday
1,8,17,25,2017,3,19,Sunday
0,10,18,28,2017,9,22,Friday
1,27,-2,25,2018,2,15,Thursday
0,6,14,20,2018,5,15,Tuesday
1,2,10,12,2017,9,13,Wednseday
2,5,14,19,2017,7,2,Sunday
0,2,14,16,2017,9,19,Tuesday
2,10,9,19,2018,7,1,Sunday
1,24,13,37,2017,12,17,Sunday
2,10,16,26,2018,7,1,Sunday
2,18,8,26,2017,11,5,Sunday
1,18,6,24,2018,1,8,Monday
5,11,20,31,2017,12,15,Friday
3,5,22,27,2018,7,6,Friday
3,14,9,23,2017,5,30,Tuesday
3,19,12,31,2018,1,5,Friday
3,31,-6,25,2018,2,11,Sunday
1,16,20,36,2017,4,16,Sunday
8,23,11,34,2018,2,6,Tuesday
4,10,15,25,2017,11,13,Monday
2,3,5,8,2018,5,21,Monday
4,17,9,26,2018,3,9,Friday
2,12,26,38,2018,4,14,Saturday
3,34,0,34,2017,7,11,Tuesday
3,16,8,24,2018,2,17,Saturday
8,13,-4,9,2018,4,25,Wednseday
0,1,19,20,2018,5,16,Wednseday
1,19,15,34,2018,6,14,Thursday
8,14,11,25,2018,4,12,Thursday
2,23,5,28,2018,5,1,Tuesday
1,4,10,14,2018,2,26,Monday
1,5,22,27,2017,8,30,Wednseday
0,2,12,14,2018,7,24,Tuesday
1,2,4,6,2018,8,28,Tuesday
5,12,22,34,2018,5,30,Wednseday
3,11,12,23,2017,4,17,Monday
2,8,15,23,2017,8,13,Sunday
1,2,6,8,2018,7,12,Thursday
6,11,-8,3,2018,8,7,Tuesday
2,17,14,31,2017,12,17,Sunday
1,12,10,22,2018,3,22,Thursday
4,6,14,20,2017,11,3,Friday
0,5,22,27,2018,4,13,Friday
1,8,21,29,2018,1,22,Monday
1,3,6,9,2018,7,9,Monday
4,10,16,26,2018,2,23,Friday
1,7,2,9,2018,8,6,Monday
4,14,13,27,2017,6,9,Friday
0,3,7,10,2018,5,4,Friday
1,7,25,32,2018,7,26,Thursday
3,42,-15,27,2017,12,16,Saturday
6,19,12,31,2018,2,10,Saturday
3,10,23,33,2018,7,13,Friday
3,6,2,8,2017,5,9,Tuesday
22,31,-5,26,2017,11,15,Wednseday
1,5,12,17,2017,9,17,Sunday
2,10,16,26,2018,4,22,Sunday
2,9,13,22,2017,5,22,Monday
1,5,9,14,2018,7,25,Wednseday
3,17,13,30,2018,1,6,Saturday
0,5,16,21,2017,8,24,Thursday
1,10,24,34,2017,7,18,Tuesday
2,5,19,24,2017,10,21,Saturday
4,12,15,27,2018,2,10,Saturday
3,18,29,47,2018,3,9,Friday
2,18,18,36,2017,11,28,Tuesday
1,14,17,31,2018,2,5,Monday
9,21,1,22,2017,5,1,Monday
4,13,14,27,2018,4,12,Thursday
1,9,17,26,2017,12,3,Sunday
4,33,-7,26,2018,4,22,Sunday
0,9,8,17,2017,4,25,Tuesday
1,2,15,17,2018,4,3,Tuesday
2,5,10,15,2018,4,25,Wednseday
1,24,12,36,2017,12,10,Sunday
2,11,4,15,2018,1,15,Monday
2,17,8,25,2017,11,27,Monday
2,5,18,23,2017,5,27,Saturday
16,20,14,34,2018,7,21,Saturday
1,12,10,22,2018,2,15,Thursday
7,14,16,30,2018,4,16,Monday
1,11,16,27,2018,5,3,Thursday
8,17,4,21,2017,11,27,Monday
5,15,11,26,2017,12,7,Thursday
5,19,19,38,2017,2,12,Sunday
3,6,16,22,2017,9,3,Sunday
1,8,27,35,2017,5,24,Wednseday
4,15,17,32,2018,4,1,Sunday
29,45,-9,36,2017,9,4,Monday
5,18,3,21,2017,11,9,Thursday
9,13,0,13,2018,4,25,Wednseday
0,22,19,41,2017,4,13,Thursday
1,2,12,14,2018,7,2,Monday
4,9,7,16,2018,8,18,Saturday
8,11,3,14,2017,11,2,Thursday
2,4,21,25,2018,1,20,Saturday
15,20,13,33,2017,4,20,Thursday
1,4,25,29,2018,4,22,Sunday
1,10,27,37,2017,6,19,Monday
2,9,12,21,2017,11,20,Monday
1,22,3,25,2017,11,23,Thursday
1,6,16,22,2017,7,18,Tuesday
1,5,2,7,2018,8,8,Wednseday
2,8,12,20,2017,9,19,Tuesday
2,10,14,24,2017,6,17,Saturday
1,13,26,39,2017,2,2,Thursday
7,8,9,17,2018,6,26,Tuesday
2,12,30,42,2018,6,6,Wednseday
4,20,1,21,2017,3,2,Thursday
1,3,12,15,2018,1,15,Monday
5,11,15,26,2017,12,1,Friday
3,18,15,33,2017,4,14,Friday
3,10,17,27,2017,9,23,Saturday
2,15,15,30,2017,11,7,Tuesday
2,7,30,37,2017,7,19,Wednseday
3,26,5,31,2017,12,8,Friday
1,4,11,15,2018,2,15,Thursday
2,10,11,21,2017,10,24,Tuesday
5,6,14,20,2017,12,9,Saturday
1,2,2,4,2018,8,27,Monday
4,13,14,27,2018,2,10,Saturday
2,14,14,28,2018,2,28,Wednseday
2,10,14,24,2017,11,25,Saturday
0,10,19,29,2018,2,27,Tuesday
3,7,9,16,2018,3,12,Monday
2,7,14,21,2017,11,2,Thursday
6,11,10,21,2018,8,16,Thursday
3,5,18,23,2017,5,14,Sunday
2,6,9,15,2018,5,8,Tuesday
1,15,20,35,2017,12,18,Monday
7,14,27,41,2017,2,10,Friday
4,13,16,29,2018,4,5,Thursday
0,6,11,17,2018,7,20,Friday
1,8,13,21,2017,3,14,Tuesday
3,11,16,27,2017,3,24,Friday
2,22,18,40,2018,4,18,Wednseday
10,17,17,34,2018,3,10,Saturday
2,9,13,22,2017,7,12,Wednseday
2,18,12,30,2018,3,18,Sunday
3,6,18,24,2017,3,24,Friday
4,25,-5,20,2017,4,21,Friday
1,5,7,12,2017,8,13,Sunday
1,2,22,24,2018,6,4,Monday
2,10,12,22,2018,3,25,Sunday
3,16,6,22,2017,3,27,Monday
1,3,12,15,2018,5,15,Tuesday
1,22,14,36,2018,5,17,Thursday
1,4,16,20,2018,4,24,Tuesday
2,7,17,24,2017,4,10,Monday
1,20,10,30,2017,4,26,Wednseday
2,8,31,39,2018,4,30,Monday
0,1,13,14,2017,11,24,Friday
1,2,9,11,2017,5,29,Monday
2,5,14,19,2018,5,30,Wednseday
1,9,16,25,2017,10,2,Monday
5,9,20,29,2017,2,8,Wednseday
5,19,8,27,2017,11,24,Friday
1,8,18,26,2018,8,2,Thursday
4,10,5,15,2017,11,12,Sunday
1,12,9,21,2017,11,22,Wednseday
1,6,17,23,2017,9,5,Tuesday
2,8,13,21,2018,7,23,Monday
3,16,7,23,2017,10,2,Monday
3,21,0,21,2018,6,12,Tuesday
2,31,-1,30,2017,12,9,Saturday
2,10,30,40,2018,3,10,Saturday
0,11,22,33,2017,6,29,Thursday
5,23,3,26,2017,12,31,Sunday
3,17,23,40,2017,5,14,Sunday
8,11,8,19,2017,11,26,Sunday
7,16,17,33,2018,3,28,Wednseday
6,12,7,19,2017,3,3,Friday
21,29,-9,20,2017,11,28,Tuesday
8,9,-1,8,2017,5,9,Tuesday
1,33,-8,25,2017,12,3,Sunday
0,2,13,15,2018,1,24,Wednseday
6,11,8,19,2018,3,17,Saturday
1,32,-11,21,2017,4,24,Monday
3,59,-18,41,2017,1,14,Saturday
2,10,7,17,2018,5,5,Saturday
5,9,17,26,2018,4,18,Wednseday
3,10,14,24,2018,7,22,Sunday
1,12,16,28,2018,6,13,Wednseday
5,9,21,30,2017,3,8,Wednseday
0,8,13,21,2018,3,1,Thursday
1,6,14,20,2018,7,19,Thursday
14,25,8,33,2017,10,6,Friday
1,26,0,26,2018,4,8,Sunday
1,4,18,22,2017,9,26,Tuesday
1,18,14,32,2018,4,12,Thursday
2,15,21,36,2017,3,13,Monday
14,20,4,24,2017,2,28,Tuesday
1,16,10,26,2018,4,22,Sunday
4,11,20,31,2018,2,3,Saturday
0,4,10,14,2018,2,23,Friday
5,12,16,28,2018,3,29,Thursday
1,11,12,23,2017,5,21,Sunday
0,12,15,27,2018,5,3,Thursday
1,6,18,24,2018,4,15,Sunday
1,7,15,22,2017,9,25,Monday
2,13,7,20,2018,8,15,Wednseday
2,6,7,13,2018,8,11,Saturday
1,14,5,19,2017,8,30,Wednseday
6,14,12,26,2018,6,8,Friday
2,4,1,5,2018,8,4,Saturday
1,7,16,23,2017,11,7,Tuesday
2,8,20,28,2017,5,24,Wednseday
2,16,10,26,2017,9,17,Sunday
4,5,2,7,2018,8,6,Monday
2,17,20,37,2017,12,9,Saturday
4,14,19,33,2018,1,12,Friday
4,6,18,24,2017,3,10,Friday
1,14,5,19,2018,3,22,Thursday
1,4,17,21,2017,5,22,Monday
2,7,18,25,2018,4,14,Saturday
1,2,7,9,2018,6,12,Tuesday
2,6,12,18,2018,7,8,Sunday
2,4,12,16,2018,4,23,Monday
0,2,24,26,2018,5,30,Wednseday
1,16,12,28,2018,1,23,Tuesday
1,2,7,9,2018,6,11,Monday
1,12,14,26,2017,7,26,Wednseday
2,13,14,27,2018,4,24,Tuesday
2,4,11,15,2018,4,23,Monday
1,16,15,31,2018,6,26,Tuesday
1,14,14,28,2018,1,3,Wednseday
4,9,23,32,2017,12,7,Thursday
7,21,7,28,2018,4,23,Monday
3,12,14,26,2017,8,5,Saturday
4,8,12,20,2017,6,29,Thursday
2,14,14,28,2018,3,27,Tuesday
6,9,18,27,2017,9,26,Tuesday
0,12,21,33,2017,8,11,Friday
1,8,14,22,2018,3,13,Tuesday
4,7,8,15,2018,8,2,Thursday
2,11,23,34,2017,2,11,Saturday
3,4,7,11,2017,9,17,Sunday
0,11,21,32,2017,7,10,Monday
1,5,21,26,2017,5,28,Sunday
7,19,6,25,2018,2,22,Thursday
5,12,9,21,2017,10,26,Thursday
2,9,23,32,2017,12,17,Sunday
1,6,23,29,2018,1,2,Tuesday
5,23,0,23,2017,11,11,Saturday
4,15,32,47,2017,8,17,Thursday
1,56,-35,21,2018,3,12,Monday
6,17,27,44,2018,5,1,Tuesday
1,7,21,28,2018,7,2,Monday
4,20,13,33,2017,6,8,Thursday
1,7,16,23,2018,3,14,Wednseday
1,20,21,41,2017,12,6,Wednseday
1,6,20,26,2017,4,12,Wednseday
2,7,14,21,2018,4,9,Monday
2,6,21,27,2018,4,14,Saturday
3,10,24,34,2018,8,17,Friday
2,5,3,8,2018,8,8,Wednseday
2,3,23,26,2018,6,2,Saturday
3,9,9,18,2018,8,12,Sunday
1,3,12,15,2018,1,15,Monday
5,7,7,14,2018,2,9,Friday
3,5,5,10,2018,7,21,Saturday
0,6,23,29,2017,2,1,Wednseday
1,3,11,14,2017,6,7,Wednseday
2,21,10,31,2018,1,29,Monday
2,7,15,22,2018,5,8,Tuesday
2,3,14,17,2018,5,1,Tuesday
2,5,14,19,2017,9,6,Wednseday
4,12,15,27,2017,11,2,Thursday
2,34,-1,33,2017,4,9,Sunday
2,15,15,30,2018,6,24,Sunday
4,8,31,39,2017,2,2,Thursday
2,8,20,28,2018,4,17,Tuesday
5,41,13,54,2017,12,28,Thursday
2,11,13,24,2018,1,14,Sunday
4,24,13,37,2017,11,26,Sunday
2,5,19,24,2018,1,28,Sunday
3,14,34,48,2018,7,27,Friday
3,7,24,31,2017,2,10,Friday
2,34,-7,27,2018,2,14,Wednseday
6,20,4,24,2018,5,19,Saturday
1,5,6,11,2018,3,11,Sunday
2,12,20,32,2017,6,10,Saturday
1,6,25,31,2018,6,12,Tuesday
3,5,5,10,2018,3,12,Monday
1,14,11,25,2017,6,8,Thursday
9,10,8,18,2018,6,11,Monday
6,7,10,17,2017,11,10,Friday
1,8,12,20,2017,7,12,Wednseday
17,18,1,19,2018,5,18,Friday
1,29,0,29,2018,1,11,Thursday
2,8,18,26,2017,11,25,Saturday
2,22,10,32,2017,11,5,Sunday
1,10,14,24,2017,4,10,Monday
6,9,11,20,2017,11,15,Wednseday
3,10,22,32,2018,6,15,Friday
1,33,-7,26,2018,3,1,Thursday
1,7,24,31,2018,5,28,Monday
5,6,14,20,2017,12,14,Thursday
5,7,7,14,2018,2,9,Friday
6,28,-4,24,2018,2,10,Saturday
0,3,17,20,2017,9,12,Tuesday
1,20,-4,16,2018,5,16,Wednseday
5,6,7,13,2017,11,17,Friday
3,4,4,8,2018,8,6,Monday
3,9,8,17,2017,3,27,Monday
2,13,16,29,2017,6,14,Wednseday
0,6,14,20,2017,7,28,Friday
3,8,9,17,2017,10,31,Tuesday
1,50,-22,28,2017,11,28,Tuesday
4,24,-1,23,2018,3,17,Saturday
5,11,10,21,2017,9,7,Thursday
1,7,10,17,2018,7,3,Tuesday
4,14,14,28,2018,2,22,Thursday
3,12,14,26,2018,3,23,Friday
1,7,10,17,2018,7,17,Tuesday
3,38,-11,27,2017,12,1,Friday
2,6,20,26,2018,7,1,Sunday
1,11,14,25,2017,8,17,Thursday
3,8,12,20,2018,3,2,Friday
2,8,18,26,2017,7,12,Wednseday
1,8,6,14,2018,6,12,Tuesday
6,12,16,28,2018,2,2,Friday
5,15,15,30,2018,2,17,Saturday
2,9,14,23,2017,7,9,Sunday
1,2,13,15,2017,8,22,Tuesday
2,14,7,21,2017,11,27,Monday
7,9,20,29,2017,7,19,Wednseday
15,20,14,34,2017,3,23,Thursday
2,5,18,23,2017,9,27,Wednseday
2,6,11,17,2018,5,6,Sunday
1,3,12,15,2018,7,2,Monday
3,10,8,18,2018,3,4,Sunday
1,7,9,16,2018,7,30,Monday
1,6,22,28,2018,5,1,Tuesday
2,9,15,24,2017,7,9,Sunday
5,15,10,25,2017,5,4,Thursday
2,3,13,16,2017,10,24,Tuesday
5,6,13,19,2018,1,13,Saturday
26,27,28,55,2016,10,4,Tuesday
5,12,12,24,2018,2,9,Friday
1,6,14,20,2018,3,27,Tuesday
16,23,71,94,2017,5,21,Sunday
1,9,18,27,2018,7,4,Wednseday
1,7,14,21,2017,6,7,Wednseday
2,4,6,10,2018,3,5,Monday
1,7,14,21,2017,5,31,Wednseday
3,5,9,14,2017,11,24,Friday
1,8,14,22,2018,2,18,Sunday
1,5,2,7,2018,8,15,Wednseday
10,18,20,38,2017,12,1,Friday
5,8,8,16,2017,12,6,Wednseday
2,24,7,31,2017,11,25,Saturday
3,7,13,20,2018,2,27,Tuesday
4,24,-1,23,2018,1,23,Tuesday
1,9,19,28,2018,8,21,Tuesday
5,14,12,26,2018,1,12,Friday
5,14,20,34,2018,6,29,Friday
2,7,16,23,2018,3,19,Monday
3,12,14,26,2018,2,11,Sunday
1,6,14,20,2018,5,1,Tuesday
1,7,15,22,2017,6,27,Tuesday
1,11,16,27,2017,10,26,Thursday
1,8,13,21,2017,5,2,Tuesday
2,6,10,16,2018,8,21,Tuesday
3,9,-1,8,2018,7,31,Tuesday
2,22,20,42,2018,5,30,Wednseday
0,1,6,7,2018,8,13,Monday
1,9,24,33,2017,10,8,Sunday
10,19,14,33,2018,2,18,Sunday
3,6,18,24,2017,9,30,Saturday
1,8,26,34,2018,2,6,Tuesday
2,4,12,16,2018,1,8,Monday
6,9,12,21,2018,4,17,Tuesday
3,14,10,24,2017,8,7,Monday
6,9,12,21,2018,7,18,Wednseday
2,8,35,43,2017,2,8,Wednseday
5,18,8,26,2017,6,30,Friday
2,4,13,17,2017,10,15,Sunday
6,12,13,25,2017,11,10,Friday
1,6,14,20,2017,7,27,Thursday
1,7,4,11,2018,5,7,Monday
1,3,23,26,2018,7,4,Wednseday
2,5,20,25,2018,8,25,Saturday
2,11,9,20,2017,9,9,Saturday
1,6,20,26,2017,9,27,Wednseday
5,11,24,35,2017,6,2,Friday
2,8,13,21,2017,9,18,Monday
6,18,6,24,2018,1,9,Tuesday
3,15,14,29,2018,3,19,Monday
0,1,18,19,2017,8,2,Wednseday
1,9,17,26,2017,10,19,Thursday
2,7,8,15,2018,5,21,Monday
12,43,-11,32,2017,7,13,Thursday
0,8,22,30,2017,9,27,Wednseday
1,3,9,12,2017,11,23,Thursday
